"","X.1","X","Y","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","cluster","hclust","Cluster_final"
"6088",6088,9.59297676348886,-21.8679548548192,8857640170,"5/6/2015",533000,4,2.5,2830,6536,2,0,0,3,8,2830,0,2003,0,98038,47.3888,-122.032,2830,6872,3,5,"low"
"6089",6089,24.8750552788383,1.24304217941617,7806210190,"12/22/2014",239000,4,1.75,1500,12560,1,0,0,4,7,1000,500,1977,0,98002,47.2918,-122.197,1700,9020,2,9,"low"
"6090",6090,8.41512091462587,-25.45186309937,9206700190,"3/6/2015",713900,3,2.5,3370,167706,1,0,0,3,10,3370,0,2000,0,98038,47.4379,-122.022,3350,213444,3,4,"med"
"6091",6091,13.2481394029725,-15.4930913164147,4136930190,"10/28/2014",427500,4,2.5,3160,8726,2,0,0,3,9,3160,0,1999,0,98092,47.2582,-122.223,2500,8648,3,5,"low"
"6092",6092,-4.44235556733184,17.7595089148455,5666300010,"7/22/2014",302000,3,1,1110,7000,1.5,0,0,4,7,1110,0,1955,0,98133,47.754,-122.341,1800,7000,1,1,"low"
"6093",6093,-5.90391467601208,-18.3982188965054,1424059022,"7/8/2014",1150000,3,2.5,3830,48743,2,0,0,3,11,3830,0,1991,0,98006,47.5663,-122.125,2950,8299,3,8,"top"
"6094",6094,-1.89572826285363,-20.2242394941212,6204050080,"5/28/2014",555000,3,2.5,3160,4270,2,0,0,3,8,2650,510,2006,0,98011,47.7453,-122.194,2720,12523,3,4,"med"
"6095",6095,-17.042025678058,-9.88696621236444,7128300500,"12/30/2014",495000,3,2.25,2100,3000,2,0,0,3,7,2100,0,1996,0,98144,47.595,-122.306,1650,4500,3,7,"med"
"6096",6096,3.66504249304467,5.39227479075041,1233100642,"7/22/2014",495000,3,1.5,2240,13288,1,0,0,3,7,2240,0,1953,0,98033,47.6762,-122.17,2150,9900,2,3,"med"
"6097",6097,-17.2551682146682,5.71506061426828,222029026,"9/17/2014",340000,2,0.75,1060,48292,1,1,2,5,6,560,500,1947,0,98070,47.4285,-122.511,750,80201,2,2,"top"
"6098",6098,24.5638401462037,-7.21803362556086,9485940290,"5/12/2015",464950,4,2.25,2350,36116,1,0,0,4,9,2350,0,1983,0,98042,47.3533,-122.082,2580,36116,2,9,"low"
"6099",6099,13.2013584361894,-15.8572417679355,4136890280,"3/27/2015",320000,4,2.5,1940,7040,2,0,0,3,8,1940,0,1998,0,98092,47.2632,-122.209,2400,7145,3,5,"low"
"6100",6100,2.5912566520962,6.24864216565261,1775500050,"1/29/2015",440000,1,1,1160,64469,1,0,0,3,7,1160,0,2009,0,98072,47.7433,-122.082,1580,48352,1,3,"med"
"6101",6101,-9.56242660399,27.044682526451,7611200086,"6/2/2014",686000,3,1.5,1840,9990,2,0,0,5,8,1840,0,1961,0,98177,47.7145,-122.369,2100,12474,1,1,"low"
"6102",6102,7.63267575990526,0.317299880666491,3376600010,"12/1/2014",555000,4,1.75,2260,11000,1,0,0,3,8,1620,640,1976,0,98008,47.6224,-122.109,1960,10000,2,3,"med"
"6103",6103,-1.93902341289026,23.1033443631529,7519001990,"10/27/2014",361500,2,1,840,3860,1,0,0,4,6,840,0,1909,0,98117,47.6842,-122.365,1390,3860,1,1,"low"
"6104",6104,-11.9733197685988,26.2726889102933,7613700950,"6/10/2014",1240000,5,3,2830,7500,2,0,0,3,9,2460,370,1923,0,98105,47.6579,-122.277,2900,5000,1,1,"low"
"6105",6105,20.7551917801624,2.26177598777054,3802000020,"7/9/2014",154950,4,1,1600,10183,1,0,0,4,6,1600,0,1966,0,98002,47.277,-122.211,1410,10416,2,9,"low"
"6106",6106,16.8471618981386,-2.67185787568142,1796360470,"6/17/2014",247200,3,1.75,1370,8719,1,0,0,3,7,1370,0,1982,0,98042,47.3664,-122.087,1370,7525,2,9,"low"
"6107",6107,25.0888640873149,-1.85900345238397,8732160050,"8/22/2014",250000,3,2.25,1960,7414,1,0,0,3,7,1490,470,1984,0,98023,47.2977,-122.374,1580,8038,2,9,"low"
"6108",6108,-7.94398643116015,23.0971757606315,5249800345,"6/19/2014",590300,3,1.5,1470,7200,2,0,0,4,7,1470,0,1907,0,98118,47.5602,-122.28,1530,7200,1,1,"low"
"6109",6109,7.50222266893973,-2.96530192458423,6071200545,"5/5/2014",541125,5,2.75,2740,8426,1,0,0,4,8,1370,1370,1960,0,98006,47.5563,-122.184,2020,8783,2,3,"med"
"6110",6110,4.45703343152483,-11.3229748814351,291300280,"2/18/2015",310000,2,2.5,1090,923,2,0,0,3,7,1090,0,2004,0,98027,47.5347,-122.071,1410,1326,3,5,"low"
"6111",6111,2.09307257320133,1.8836880405506,3261000080,"3/10/2015",704111,4,2.75,2460,9520,1,0,1,3,8,1680,780,1976,0,98034,47.7021,-122.233,2380,9600,3,3,"med"
"6112",6112,19.2046062413349,1.87288373084094,321049127,"10/28/2014",277500,3,2.25,1820,19602,1,0,0,4,7,1820,0,1964,0,98001,47.331,-122.286,1520,8773,2,9,"low"
"6113",6113,8.98172159983955,17.6800671661859,5379804393,"2/17/2015",325000,4,2.75,1960,8937,1,0,0,5,7,980,980,1954,0,98188,47.451,-122.278,1480,10016,1,1,"low"
"6114",6114,-4.4001331159569,-8.78545008167837,1559900080,"11/21/2014",289200,3,2.25,1760,7023,2,0,0,3,7,1760,0,1995,0,98019,47.7468,-121.98,1760,7082,3,8,"top"
"6115",6115,1.59383198016141,24.0040941251978,7135300275,"9/4/2014",185000,1,1,720,5000,1,0,0,4,6,720,0,1908,0,98118,47.5289,-122.272,1170,5000,1,1,"low"
"6116",6116,-12.7847185718396,-5.73810538078524,1377300005,"4/1/2015",1450000,4,3.5,3470,8580,2,0,0,3,11,2500,970,2007,0,98199,47.6433,-122.403,1940,7920,3,7,"med"
"6117",6117,-4.10906094902808,15.6864600277988,6668900020,"3/18/2015",420550,4,2,1370,8100,1,0,0,2,7,1370,0,1947,0,98155,47.749,-122.312,1280,8100,1,1,"low"
"6118",6118,-2.72671119954335,10.0324786524223,326049024,"4/10/2015",603000,4,2.25,2370,11310,1,0,0,3,8,1550,820,1968,0,98155,47.7684,-122.289,1890,8621,1,6,"med"
"6119",6119,-3.262968996878,25.3436455879091,7942600006,"11/26/2014",345000,3,1,1390,2640,1.5,0,0,3,7,1230,160,1903,0,98122,47.6078,-122.307,1780,3920,1,1,"low"
"6120",6120,-0.258739862887125,27.2809202785245,6430500233,"4/16/2015",650000,3,2,1840,3075,1,0,0,5,7,920,920,1928,0,98103,47.6894,-122.35,1480,3774,1,1,"low"
"6121",6121,15.1170095169038,9.39789228457333,7701800050,"6/25/2014",589950,5,3,2790,19439,1,0,3,5,7,1500,1290,1973,0,98058,47.4088,-122.089,1620,19439,2,9,"low"
"6122",6122,-17.8766919740449,-10.6598961121552,8165501640,"8/19/2014",309950,2,2.25,1460,1607,2,0,0,3,8,1460,0,2007,0,98106,47.5395,-122.369,1460,1826,3,7,"med"
"6123",6123,3.86763761466594,-9.166506876423,2623069069,"9/11/2014",775000,3,2.5,2620,241200,1.5,0,0,4,9,2620,0,1998,0,98027,47.4574,-122.01,2620,172933,3,8,"top"
"6124",6124,-4.70414286889794,26.4019280069588,8024201870,"10/29/2014",590000,4,1.5,2230,5109,1.5,0,0,3,7,1330,900,1918,0,98115,47.6996,-122.31,1630,5109,1,1,"low"
"6125",6125,-23.2676982739339,9.93659346750334,9126101511,"4/28/2015",863500,4,3,3250,2760,2.5,0,0,3,8,2420,830,1905,2007,98122,47.6104,-122.303,1260,2780,1,2,"top"
"6126",6126,-9.05573430415476,13.6327545730408,1377800010,"11/19/2014",517500,3,1,1190,7000,1,0,0,3,7,1190,0,1943,0,98199,47.6453,-122.403,1350,7000,1,1,"low"
"6127",6127,-6.94449547907312,26.9842285523884,6813600380,"12/24/2014",7e+05,3,3,2090,7440,1.5,0,0,5,7,1290,800,1922,0,98103,47.6891,-122.331,1570,4960,1,1,"low"
"6128",6128,-26.4187337865952,9.73507220059014,923000280,"7/22/2014",699000,3,2.5,2580,8154,1,0,0,3,10,2090,490,1956,1997,98177,47.7259,-122.361,1660,8155,1,2,"top"
"6129",6129,-4.89377024322379,-8.94306178413615,255550190,"7/22/2014",350000,3,2.5,2100,3574,2,0,0,3,7,1690,410,2005,0,98019,47.7453,-121.984,1970,2962,3,8,"top"
"6130",6130,-6.05675002878784,-14.912410464701,1829300130,"7/17/2014",795000,4,2.5,3160,16564,2,0,0,3,10,3160,0,1987,0,98074,47.6365,-122.04,3160,12415,3,8,"top"
"6131",6131,-25.903894853935,10.7300147103647,3645500050,"5/14/2014",543000,3,2.5,2090,7640,1,0,0,3,7,1360,730,1962,2014,98133,47.7369,-122.338,2090,7668,1,2,"top"
"6132",6132,-4.4503963366814,-8.78185250926379,1518000080,"2/23/2015",325000,3,2.5,1570,3143,2,0,0,3,7,1570,0,2001,0,98019,47.7364,-121.969,1740,3591,3,8,"top"
"6133",6133,-2.52110970852765,25.2123140293189,7883605915,"5/8/2015",337500,3,1,1020,6000,1.5,0,0,3,7,1020,0,1900,0,98108,47.5254,-122.318,1240,6000,1,1,"low"
"6134",6134,6.70840138231092,5.60709187181048,1112700170,"2/27/2015",425000,2,1,1300,11080,1,0,0,4,7,1300,0,1955,0,98034,47.7281,-122.233,1600,9259,2,3,"med"
"6135",6135,5.03749583262759,-5.5286777663574,8965500020,"3/17/2015",780000,3,2.5,2110,9773,1,0,0,3,9,2110,0,1986,0,98006,47.5628,-122.115,2560,11787,3,8,"top"
"6136",6136,14.5140741584748,6.85549592034995,323059167,"7/23/2014",259000,2,1,1210,17389,1,0,0,4,5,1210,0,1948,0,98059,47.5044,-122.148,2140,14419,2,9,"low"
"6137",6137,11.1002012349836,0.56858583478925,1951700480,"8/13/2014",524400,4,1.75,1990,12950,1,0,0,4,8,1850,140,1968,0,98006,47.5434,-122.166,2090,12850,2,3,"med"
"6138",6138,18.2825300498223,-2.82214599414998,2005950050,"5/27/2014",260000,3,2,1630,8018,1,0,0,3,7,1630,0,2003,0,98001,47.2638,-122.243,1610,8397,2,9,"low"
"6139",6139,-0.998513488513426,-7.19102401038045,9406500480,"4/20/2015",273000,2,2,1384,1822,2,0,0,3,7,1384,0,1990,0,98028,47.7525,-122.244,1078,1315,3,8,"top"
"6140",6140,11.1976090688543,-24.7152555107969,3522049063,"4/2/2015",639900,4,2.5,3380,75794,2,0,0,3,10,3380,0,1997,0,98001,47.3511,-122.266,3710,17913,3,5,"low"
"6141",6141,16.6134587561068,-15.8886480394396,2085700050,"8/26/2014",420000,4,2.5,2480,8626,2,0,0,3,10,2480,0,2001,0,98001,47.3185,-122.262,2990,9033,3,5,"low"
"6142",6142,9.08897496776961,2.86829572462898,6751300130,"8/13/2014",510500,3,1,1270,8000,1,0,0,4,7,1270,0,1957,0,98007,47.5874,-122.136,1470,8000,2,3,"med"
"6143",6143,-1.49145840919924,15.0776025611966,2610100020,"4/8/2015",290000,4,1,1010,7200,1.5,0,0,3,6,1010,0,1947,0,98155,47.742,-122.325,1360,7200,1,1,"low"
"6144",6144,18.6360391856498,9.76665611579168,9476200680,"4/28/2015",226000,3,1.75,1490,6269,1,0,0,4,6,990,500,1944,0,98056,47.4917,-122.188,1490,7722,2,9,"low"
"6145",6145,-2.48014657634206,22.7902297807018,6145600285,"5/29/2014",3e+05,2,1,820,3844,1,0,0,4,6,820,0,1916,0,98133,47.7049,-122.349,1520,3844,1,1,"low"
"6146",6146,2.18103471428721,5.9222426649988,203900460,"7/28/2014",407450,3,2,1810,10860,1,0,0,3,7,1810,0,1967,0,98053,47.6393,-121.967,1420,11982,2,3,"med"
"6147",6147,-8.23964702505548,5.83304736480455,7878400022,"5/6/2015",390000,4,2.25,3060,7920,1,0,0,3,7,1530,1530,1965,0,98178,47.4879,-122.245,1850,7800,1,6,"med"
"6148",6148,-16.2658035843871,12.0125852277781,3585900460,"5/1/2015",1060000,6,2.75,2980,20000,1,0,4,3,8,2130,850,1965,0,98177,47.7599,-122.375,2730,20000,1,6,"med"
"6149",6149,17.1890759893826,-15.6685217485597,1321720170,"8/17/2014",610000,3,2.5,3440,18167,2,0,0,3,11,3440,0,1991,0,98023,47.2909,-122.342,3990,20239,3,5,"low"
"6150",6150,-5.64009672015089,8.72840676025578,236400130,"1/23/2015",239975,3,2.5,1820,7242,1,0,0,3,7,1220,600,1959,0,98188,47.4318,-122.292,1350,8214,1,6,"med"
"6151",6151,-6.09734026664916,6.83478114952869,4141680190,"8/7/2014",375000,3,2.5,2320,5760,1,0,0,3,7,1480,840,1987,0,98178,47.504,-122.248,1660,5762,1,6,"med"
"6152",6152,1.05117215998858,-15.0119654604723,3629980440,"4/28/2015",742500,4,2.5,2620,4400,2,0,0,3,9,2620,0,2004,0,98029,47.5524,-121.991,2640,4554,3,8,"top"
"6153",6153,2.00801265671516,13.3663426367012,1223039173,"4/29/2015",450000,4,1.75,2190,11625,1,0,0,4,8,2020,170,1956,0,98146,47.4979,-122.363,1920,8855,2,6,"med"
"6154",6154,13.4215320176025,-2.02251017681554,2473000130,"6/26/2014",3e+05,3,2.25,1780,10395,1,0,0,3,8,1780,0,1967,0,98058,47.4539,-122.15,2080,9360,2,9,"low"
"6155",6155,16.6624588032827,-1.77003429651627,2893000280,"5/1/2015",216600,3,1.75,2200,7700,1,0,0,3,7,1240,960,1975,0,98031,47.4119,-122.181,1770,7360,2,9,"low"
"6156",6156,-3.76325334668203,25.5645336871988,7977201845,"5/14/2014",525000,3,1.75,1600,6120,1.5,0,0,3,7,1600,0,1924,0,98115,47.6847,-122.291,1670,4590,1,1,"low"
"6157",6157,-13.4213371274385,9.80021212284998,4197400005,"6/20/2014",455000,4,2.25,2450,21000,1,0,2,4,8,1650,800,1954,0,98166,47.4559,-122.344,1820,12480,1,6,"med"
"6158",6158,6.49479480814771,-19.1126197342945,5561200980,"10/3/2014",390000,4,2.25,2680,35218,2,0,0,3,8,2680,0,1986,0,98027,47.4613,-121.997,2980,35218,3,5,"low"
"6159",6159,5.50822008925661,2.15479150018484,3039000020,"9/16/2014",450000,3,1.75,1850,8667,1,0,0,4,7,880,970,1982,0,98033,47.7025,-122.198,1450,10530,2,3,"med"
"6160",6160,-3.31275209166978,25.2890295944645,6840701100,"12/2/2014",382000,4,1,1740,4400,1.5,0,0,3,7,1740,0,1924,0,98122,47.6058,-122.3,1590,4400,1,1,"low"
"6161",6161,5.15149953599105,5.94424211452471,2130410050,"5/13/2014",287000,3,2.25,1490,9600,1,0,0,4,7,1170,320,1987,0,98019,47.7378,-121.977,1590,10104,2,3,"med"
"6162",6162,10.394915521644,-6.48531214149654,1924079091,"1/13/2015",460000,4,2,1960,190357,1,0,3,2,8,1960,0,1971,0,98027,47.5538,-121.958,2560,189100,2,3,"med"
"6163",6163,2.1394601473595,-15.9711228510972,3570300080,"10/28/2014",435000,3,2.25,1380,3015,2,0,0,3,7,1380,0,2009,0,98052,47.6783,-122.157,1930,3612,3,5,"low"
"6164",6164,-9.6496159105241,13.9206249132666,2321300351,"6/12/2014",575000,2,1,1510,4032,1.5,0,0,3,8,1310,200,1935,0,98199,47.6371,-122.393,1700,4042,1,1,"low"
"6165",6165,0.677100100390999,18.0862581755575,2652501630,"5/4/2015",626700,3,1.5,1410,3600,1,0,0,3,7,1410,0,1906,0,98109,47.6402,-122.357,1370,3600,1,1,"low"
"6166",6166,-8.4582553009357,18.2758712618357,3810000020,"3/18/2015",352000,4,1.5,1440,8680,1.5,0,0,3,7,1440,0,1922,0,98178,47.502,-122.228,1440,9000,1,1,"low"
"6167",6167,5.3239858394746,-1.56159091701965,8084400010,"3/16/2015",650000,3,1,920,6750,1,0,0,4,7,920,0,1951,0,98004,47.6322,-122.212,1460,8933,2,3,"med"
"6168",6168,19.939151548897,2.7785635804656,304000380,"10/6/2014",197000,3,1,1090,17630,1,0,0,4,7,1090,0,1962,0,98002,47.288,-122.196,1300,12000,2,9,"low"
"6169",6169,-2.07382720067,9.91107699060428,1873400020,"7/3/2014",340000,8,2.75,2790,6695,1,0,0,3,7,1470,1320,1977,0,98133,47.7565,-122.331,1760,7624,1,6,"med"
"6170",6170,4.7677183008394,2.83660216714088,4359700080,"7/21/2014",560000,3,2,1840,14985,1,0,0,3,7,1840,0,1968,0,98033,47.6916,-122.158,2300,16067,2,3,"med"
"6171",6171,4.06403493109659,4.96372227604843,1727500010,"1/7/2015",354000,3,1.75,1340,6300,1,0,0,3,7,1340,0,1972,0,98034,47.7186,-122.218,1780,7200,2,3,"med"
"6172",6172,0.221569349946799,-23.2500258843319,8651610680,"8/1/2014",670000,4,2.5,2570,9086,2,0,0,3,9,2570,0,1999,0,98074,47.6373,-122.064,2760,6733,3,4,"med"
"6173",6173,0.86368008380194,-15.3624066080688,3629970190,"1/26/2015",769000,4,3.5,3010,6202,2,0,0,3,9,3010,0,2005,0,98029,47.5533,-121.993,2520,5001,3,8,"top"
"6174",6174,-7.26032116243352,13.2952504532569,9136102057,"9/5/2014",650000,4,2.5,2160,3139,1,0,0,3,7,1080,1080,1940,0,98103,47.6662,-122.338,1650,3740,1,1,"low"
"6175",6175,8.93499581729531,2.08553230295618,1266200130,"6/15/2014",650000,3,1.75,2140,9484,1,0,0,3,7,1290,850,1953,0,98004,47.6234,-122.191,1960,9630,2,3,"med"
"6176",6176,15.6018001268251,1.38229539867944,2787310130,"12/12/2014",289950,4,1.75,2090,7416,1,0,0,4,7,1050,1040,1970,0,98031,47.4107,-122.179,1710,7527,2,9,"low"
"6177",6177,18.3683958771577,6.75905770149121,8645511350,"12/1/2014",3e+05,3,1.75,1810,21138,1,0,0,4,7,1240,570,1977,0,98058,47.4674,-122.178,1850,12200,2,9,"low"
"6178",6178,-12.0255095293282,12.8287748788964,9284801435,"12/3/2014",471000,4,1.75,1760,5750,1,0,2,5,7,1070,690,1962,0,98126,47.5521,-122.373,1860,5750,1,6,"med"
"6179",6179,0.367299505312535,-14.5969321378188,3905010010,"7/18/2014",639000,4,2.5,2500,8540,2,0,0,3,9,2500,0,1990,0,98029,47.5759,-121.994,2560,8475,3,8,"top"
"6180",6180,-12.3656785869943,10.0754064051791,4058801310,"10/9/2014",287000,2,1,930,6900,1,0,2,3,7,930,0,1952,0,98178,47.506,-122.242,1910,7194,1,6,"med"
"6181",6181,-0.330602120533928,-24.7774985541926,6705850020,"4/1/2015",740000,4,2.5,3030,8335,2,0,0,3,10,3030,0,1992,0,98075,47.578,-122.056,2850,8678,3,4,"med"
"6182",6182,0.562519191638443,11.5629298903605,1623800440,"4/17/2015",499922,3,2,1460,3000,1,0,0,4,7,940,520,1990,0,98117,47.682,-122.365,1460,3000,1,6,"med"
"6183",6183,0.60375466234543,-14.5426417761552,3904902500,"12/19/2014",675000,4,2.5,2940,14071,2,0,0,3,9,2940,0,1986,0,98029,47.5627,-122.018,2670,10982,3,8,"top"
"6184",6184,-2.7227188851148,-21.4673091095311,7308600050,"9/9/2014",738515,5,2.75,3360,9200,2,0,0,3,9,3360,0,2014,0,98011,47.7754,-122.173,3360,9713,3,4,"med"
"6185",6185,-6.67482840577894,12.9924028606524,5679501310,"10/30/2014",445000,3,1.75,2110,4800,1,0,0,3,8,1210,900,1956,0,98108,47.567,-122.318,1660,4800,1,1,"low"
"6186",6186,-15.844515381511,12.3924631245665,3935900005,"5/1/2015",1040000,4,2.25,2740,11343,1,0,2,5,10,1980,760,1953,0,98125,47.7117,-122.278,2790,10027,1,6,"med"
"6187",6187,2.82674772936408,18.9857625444265,3726800285,"10/1/2014",346000,2,1,1070,2196,1,0,0,4,7,880,190,1917,0,98144,47.5726,-122.308,1160,3600,1,1,"low"
"6188",6188,-10.4439744653516,19.7696932348694,1183000005,"4/8/2015",450000,3,2,1680,4886,2,0,0,3,7,1180,500,1940,0,98118,47.5536,-122.286,1400,4900,1,1,"low"
"6189",6189,11.881870982811,-4.29903180796927,5469502780,"8/12/2014",350000,4,2.5,2260,13755,1,0,0,4,9,2260,0,1975,0,98042,47.3767,-122.161,2650,13650,2,3,"med"
"6190",6190,-12.1158994124649,26.7356740422793,9185700440,"7/28/2014",2400000,4,3.5,5860,7200,2,0,0,5,10,3690,2170,1907,0,98112,47.6287,-122.287,4150,7200,1,1,"low"
"6191",6191,0.292729438775169,4.39771669168247,629600130,"8/1/2014",594950,4,2.25,2380,35008,1,0,0,3,8,2380,0,1977,0,98075,47.5834,-122.001,2250,34794,3,3,"med"
"6192",6192,-15.5926980560561,-12.4795199457826,9178601660,"5/14/2015",1700000,5,3,3320,5354,2,0,0,3,9,3320,0,2004,0,98103,47.6542,-122.331,2330,4040,3,7,"med"
"6193",6193,20.2068380069758,2.40959290008465,2191600780,"10/10/2014",219000,2,1,1050,9000,1.5,0,0,4,7,1050,0,1984,0,98003,47.2887,-122.299,1550,9600,2,9,"low"
"6194",6194,4.52618256714455,-25.9770471289629,7852180430,"4/9/2015",450000,4,2.5,2070,3982,2,0,0,3,7,2070,0,2004,0,98065,47.531,-121.854,2340,4067,3,4,"med"
"6195",6195,7.57091569226681,-21.3766003481437,8155820080,"4/15/2015",402000,4,2.25,1790,7311,2,0,0,3,7,1790,0,1992,0,98056,47.5055,-122.189,1400,7203,3,4,"med"
"6196",6196,4.5169783104175,19.7660396592938,5248800440,"2/17/2015",275000,2,1,840,4000,1,0,0,3,6,840,0,1942,0,98108,47.5531,-122.307,1100,4000,1,1,"low"
"6197",6197,-0.435883830280894,27.3131773989539,9818700430,"10/1/2014",421500,3,1.5,990,4500,1,0,0,5,7,990,0,1948,0,98122,47.6051,-122.298,1490,4000,1,1,"low"
"6198",6198,-7.7224942818296,-21.6560415899634,425079099,"5/7/2014",560000,3,3,4120,60392,2,0,2,3,9,3180,940,1994,0,98014,47.6804,-121.913,2770,64033,3,8,"top"
"6199",6199,16.6160464101839,5.95723053064682,5127000670,"3/18/2015",314000,3,1.75,1620,9600,1,0,0,4,7,1620,0,1966,0,98059,47.4749,-122.155,1660,10200,2,9,"low"
"6200",6200,-8.3766071014144,11.8591927365848,6341000221,"4/23/2015",287000,4,2,1340,8190,1,0,0,4,7,1340,0,1942,0,98146,47.4905,-122.343,1410,9721,1,1,"low"
"6201",6201,16.7210136304031,10.7072876794173,7231501665,"4/3/2015",277000,4,1,1500,5750,1.5,0,0,3,6,1500,0,1925,0,98055,47.4768,-122.206,1330,5750,1,9,"low"
"6202",6202,1.22211035069222,15.3111964074969,5014000225,"12/22/2014",337500,2,1,1300,6731,1,0,0,3,7,1300,0,1950,0,98116,47.5697,-122.395,1240,6731,1,1,"low"
"6203",6203,-4.1217498292748,-16.9588481423214,4401200130,"8/19/2014",792000,4,2.75,3100,10245,2,0,0,3,10,3100,0,1999,0,98052,47.6858,-122.107,3140,9028,3,8,"top"
"6204",6204,-5.36290641694587,-10.4554341566764,1558500050,"11/13/2014",435000,3,2.5,3380,7074,2,0,0,3,8,2200,1180,1999,0,98019,47.7462,-121.978,2060,6548,3,8,"top"
"6205",6205,19.051978134039,6.59383199445413,8899000050,"3/25/2015",313100,4,2.5,2660,9030,1,0,0,4,7,1450,1210,1977,0,98055,47.4558,-122.212,1870,9030,2,9,"low"
"6206",6206,-8.50529146546542,21.6076174350557,2877102846,"6/25/2014",575000,3,2.25,1700,3333,1.5,0,0,3,7,1100,600,1924,0,98117,47.6784,-122.361,1700,3750,1,1,"low"
"6207",6207,-14.8105715810605,11.2240288912128,7280300080,"2/2/2015",510000,4,2.5,1840,7800,1,0,2,3,8,1240,600,1972,0,98177,47.7762,-122.384,2010,9100,1,6,"med"
"6208",6208,4.24139864647703,18.0391926091885,3624039073,"3/19/2015",299950,2,1,890,5200,1,0,0,4,6,890,0,1941,0,98126,47.5311,-122.373,950,5200,1,1,"low"
"6209",6209,-26.2239100751136,10.12025532898,3271300345,"3/23/2015",1030000,3,3,2800,5800,1,0,0,3,9,1580,1220,1953,2010,98199,47.6493,-122.413,2580,5800,1,2,"top"
"6210",6210,-6.2377068230197,16.5422676579619,6190701483,"5/14/2014",364000,4,1.75,2010,8625,1,0,0,4,7,1340,670,1957,0,98133,47.7496,-122.355,1500,8400,1,1,"low"
"6211",6211,-1.55138527171435,12.7392873370681,414100630,"7/29/2014",335000,3,1,1380,7470,1,0,0,5,7,1380,0,1965,0,98133,47.7479,-122.343,1440,7473,1,1,"low"
"6212",6212,-9.92522334410287,7.33581166564815,7686202275,"12/9/2014",219950,3,1,1210,8000,1,0,0,3,6,1210,0,1954,0,98198,47.4211,-122.314,1430,8000,1,6,"med"
"6213",6213,20.9042261495018,-4.04453898480086,5113260170,"1/13/2015",215000,3,2,1280,6994,1,0,0,3,7,1280,0,1991,0,98038,47.3889,-122.048,1290,7514,2,9,"low"
"6214",6214,13.3431720442487,-13.0355777956037,2421059090,"5/11/2015",640000,4,2.5,4090,215186,2,0,0,4,8,3670,420,1979,0,98092,47.2964,-122.116,2430,142005,3,5,"low"
"6215",6215,-8.98488747572384,13.6160122749608,2770601734,"6/30/2014",535000,3,1,1580,6300,1,0,0,3,7,1180,400,1925,0,98199,47.6505,-122.384,1560,1601,1,1,"low"
"6216",6216,21.8552416137425,1.40986502445794,4222310290,"8/19/2014",253000,4,2,1910,7826,1,0,0,4,7,1140,770,1973,0,98003,47.3493,-122.306,1540,7826,2,9,"low"
"6217",6217,-14.4108331581684,-3.37747762542192,5016001060,"5/30/2014",650000,2,2.5,1740,2500,2,0,2,3,8,1210,530,1994,0,98112,47.622,-122.3,1640,2500,3,7,"med"
"6218",6218,-6.1783990044851,24.5957916893728,5445300050,"4/8/2015",672000,3,2.25,1130,4445,1.5,0,0,4,8,1130,0,1930,0,98117,47.6845,-122.375,1330,4445,1,1,"low"
"6219",6219,-14.6205797490966,11.4283603582217,7370600020,"10/7/2014",606000,3,1.75,1970,8540,1,0,3,4,8,1130,840,1950,0,98177,47.7213,-122.365,2280,8540,1,6,"med"
"6220",6220,14.2504926344565,-2.48164025091853,5127000470,"3/5/2015",292000,3,2.25,1780,9720,1,0,0,3,8,1280,500,1981,0,98059,47.4762,-122.156,1710,9790,2,9,"low"
"6221",6221,18.0535506527367,-3.00070655613895,1330250010,"6/4/2014",289950,3,2,1670,7757,1,0,0,3,8,1670,0,1992,0,98030,47.3802,-122.207,2290,7859,2,9,"low"
"6222",6222,19.5280425678804,2.23337155331099,1898600050,"7/22/2014",257500,4,1.5,1360,9323,1,0,0,4,7,1360,0,1968,0,98023,47.3168,-122.401,1180,9611,2,9,"low"
"6223",6223,-6.36673615008549,14.1002361444736,9561100010,"11/4/2014",380000,3,2.5,1840,6985,1,0,0,3,7,1290,550,1971,0,98133,47.7586,-122.342,2160,7990,1,1,"low"
"6224",6224,-23.5143101652514,-12.1720338315253,9524100050,"12/22/2014",360000,3,1.75,1255,1113,3,0,0,3,8,1255,0,2010,0,98103,47.6958,-122.343,1010,1038,3,7,"med"
"6225",6225,16.4183247302884,1.90018651166575,2212200500,"6/23/2014",269500,3,1.75,1840,7412,1,0,0,4,7,1240,600,1976,0,98031,47.3933,-122.188,1980,7350,2,9,"low"
