"","X","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"6319",6319,8122100595,"6/27/2014",212700,2,1,940,5040,1,"WF_NO",0,"Co_3_Med","7",940,0,1926,0,98126,475.375,-122.374,940,5040
"6320",6320,5467910190,"5/27/2014",325000,3,1.75,1780,13095,1,"WF_NO",0,"Co_4_High","9",1780,0,1983,0,98042,47.367,-122.152,2750,13095
"6321",6321,808300460,"08/11/2014",415000,4,2.5,2230,5743,2,"WF_NO",0,"Co_3_Med","7",2230,0,2002,0,98019,477.245,-121.957,2490,6300
"6322",6322,7785350010,"04/02/2015",935000,3,2.5,3570,15151,1,"WF_NO",0,"Co_4_High","8",2400,1170,1981,0,98177,477.475,-122.364,3140,14375
"6323",6323,2133020020,"1/16/2015",372000,3,2.5,1920,15260,2,"WF_NO",0,"Co_3_Med","7",1920,0,1990,0,98019,477.317,-121.964,2370,15235
"6324",6324,2588800006,"10/21/2014",240000,3,1.5,1290,8366,1,"WF_NO",0,"Co_3_Med","7",1020,270,1957,0,98168,474.853,-122.318,1770,8400
"6325",6325,5169700022,"9/15/2014",334950,3,1.75,1880,16262,1,"WF_NO",0,"Co_5_Top","7",1880,0,1980,0,98059,475.089,-122.155,1900,7972
"6326",6326,5416500660,"4/30/2015",426500,4,2.5,2960,4640,2,"WF_NO",0,"Co_3_Med","9",2960,0,2005,0,98038,473.597,-122.04,2750,4623
"6327",6327,6117502745,"2/24/2015",430000,2,1.75,1840,14874,1,"WF_NO",2,"Co_3_Med","8",1300,540,1952,0,98166,474.382,-122.348,2920,15084
"6328",6328,2624049169,"12/11/2014",4e+05,3,1.5,1890,6183,1,"WF_NO",0,"Co_3_Med","7",1090,800,1967,0,98118,475.396,-122.269,1750,6183
"6329",6329,1426300842,"4/28/2015",455850,3,2.25,1820,6000,1,"WF_NO",0,"Co_4_High","7",1120,700,1964,0,98108,475.684,-122.3,1970,6232
"6330",6330,824059321,"06/02/2014",1970000,4,3.5,4370,8510,2,"WF_NO",1,"Co_3_Med","10",3610,760,2003,0,98004,475.876,-122.204,2960,10347
"6331",6331,126049217,"06/04/2014",4e+05,3,1.75,1530,10731,1,"WF_NO",0,"Co_3_Med","7",1530,0,1986,0,98028,477.655,-122.244,2100,12593
"6332",6332,2201500185,"08/08/2014",397500,3,1,1030,10480,1,"WF_NO",0,"Co_4_High","7",1030,0,1954,0,98006,475.742,-122.139,1480,12200
"6333",6333,1972205790,"12/11/2014",755000,3,2.5,2000,1950,3,"WF_NO",0,"Co_3_Med","8",2000,0,2005,0,98109,476.476,-122.356,1560,1340
"6334",6334,6843000080,"07/09/2014",287000,5,1.5,1730,9230,1,"WF_NO",0,"Co_3_Med","7",1010,720,1962,0,98058,474.646,-122.184,1730,9230
"6335",6335,1442700250,"7/16/2014",480000,4,2.5,3620,16000,2,"WF_NO",0,"Co_3_Med","9",3620,0,1976,0,98038,473.711,-122.06,2590,16000
"6336",6336,2607760680,"4/16/2015",490000,3,2.5,2040,9622,2,"WF_NO",0,"Co_3_Med","8",2040,0,1995,0,98045,474.833,-121.8,2390,9868
"6337",6337,3523059056,"6/18/2014",365000,3,2.5,2640,6715,2,"WF_NO",0,"Co_3_Med","8",1680,960,1991,0,98058,47.441,-122.125,2260,7373
"6338",6338,1657530010,"2/24/2015",260000,3,2.5,1600,2244,2,"WF_NO",0,"Co_3_Med","7",1600,0,2005,0,98056,474.899,-122.164,1600,1700
"6339",6339,7276100020,"4/14/2015",505000,4,1,1480,12675,1.5,"WF_NO",0,"Co_4_High","7",1480,0,1929,0,98133,47.763,-122.342,1820,7995
"6340",6340,9828200460,"6/27/2014",260000,2,1,700,4800,1,"WF_NO",0,"Co_3_Med","7",700,0,1922,0,98122,476.147,-122.3,1440,4800
"6341",6341,9828200460,"01/06/2015",430000,2,1,700,4800,1,"WF_NO",0,"Co_3_Med","7",700,0,1922,0,98122,476.147,-122.3,1440,4800
"6342",6342,5608000840,"7/24/2014",905000,4,2.5,3520,12193,2,"WF_NO",0,"Co_4_High","10",3520,0,1993,0,98027,475.535,-122.095,3470,11318
"6343",6343,5422560470,"12/03/2014",440000,3,2,1650,6408,2,"WF_NO",0,"Co_4_High","8",1650,0,1977,0,98052,476.638,-122.128,1750,6402
"6344",6344,446000020,"9/13/2014",439500,4,1,1360,5500,1.5,"WF_NO",0,"Co_3_Med","7",1360,0,1950,0,98115,476.878,-122.285,1530,5790
"6345",6345,9476200545,"1/27/2015",270000,3,2,1350,6696,1,"WF_NO",0,"Co_5_Top","6",680,670,1944,0,98056,474.919,-122.187,1350,6700
"6346",6346,8648100130,"4/29/2015",306500,3,2.5,1970,6291,2,"WF_NO",0,"Co_4_High","7",1970,0,1998,0,98042,473.627,-122.073,1980,8852
"6347",6347,9358002232,"10/19/2014",380000,3,2,1470,1656,2,"WF_NO",0,"Co_3_Med","8",1310,160,2003,0,98126,475.653,-122.369,1470,2288
"6348",6348,2212900920,"7/22/2014",215000,4,1.75,1610,9652,1,"WF_NO",0,"Co_5_Top","7",1610,0,1969,0,98042,473.281,-122.135,1220,9800
"6349",6349,6149700380,"02/06/2015",299900,2,1,810,6150,1,"WF_NO",0,"Co_3_Med","7",810,0,1950,0,98133,477.289,-122.34,1080,7200
"6350",6350,4340000080,"3/27/2015",1450000,4,3.5,2820,7809,2,"WF_NO",0,"Co_3_Med","10",2820,0,1995,0,98004,47.622,-122.195,2630,7904
"6351",6351,3751605432,"5/13/2014",239950,3,1,1900,33888,1.5,"WF_NO",0,"Co_4_High","5",1900,0,1942,0,98001,472.738,-122.271,1430,19200
"6352",6352,6384300020,"6/23/2014",494000,4,2.5,1830,7345,1,"WF_NO",0,"Co_4_High","8",1540,290,1973,0,98177,477.741,-122.373,1990,7700
"6353",6353,3450300430,"01/05/2015",317500,4,1.5,1730,7700,1,"WF_NO",0,"Co_4_High","7",1010,720,1963,0,98059,474.996,-122.163,1650,8066
"6354",6354,1245001763,"03/03/2015",670000,4,2.5,2110,7291,2,"WF_NO",0,"Co_4_High","7",2110,0,1977,0,98033,476.888,-122.201,2350,8625
"6355",6355,7853240660,"8/20/2014",650000,3,2.5,3060,7831,2,"WF_NO",2,"Co_3_Med","9",3060,0,2004,0,98065,475.401,-121.861,3140,7438
"6356",6356,3723800414,"3/20/2015",852000,4,2.5,2620,7328,2,"WF_NO",0,"Co_3_Med","8",2620,0,1983,0,98118,475.514,-122.263,1670,5080
"6357",6357,5104500020,"6/17/2014",250000,2,1.5,1088,1360,2,"WF_NO",0,"Co_3_Med","7",1088,0,1983,0,98034,477.094,-122.213,1098,1469
"6358",6358,5438000080,"12/10/2014",264950,3,1.5,1400,10853,1,"WF_NO",0,"Co_4_High","7",1400,0,1964,0,98055,474.433,-122.194,1620,10849
"6359",6359,9498200091,"9/25/2014",582500,2,2,1540,6804,1,"WF_NO",0,"Co_5_Top","7",1020,520,1942,0,98177,477.044,-122.372,1380,6930
"6360",6360,1498301213,"03/11/2015",384000,3,2.5,1540,1564,2,"WF_NO",0,"Co_3_Med","7",1300,240,1998,0,98144,47.586,-122.313,1540,2875
"6361",6361,2652500285,"10/28/2014",817000,3,1.5,2310,3360,1.5,"WF_NO",0,"Co_3_Med","8",1790,520,1926,0,98119,476.431,-122.359,1930,4320
"6362",6362,5127000430,"12/01/2014",320000,4,1.75,1730,9520,1,"WF_NO",0,"Co_4_High","7",1730,0,1971,0,98059,474.756,-122.157,1550,11211
"6363",6363,4017110020,"6/30/2014",445800,4,2.25,2070,39446,1,"WF_NO",0,"Co_3_Med","8",1470,600,1977,0,98155,477.765,-122.276,2140,12043
"6364",6364,3336001946,"03/07/2015",263300,2,1,900,4500,1,"WF_NO",0,"Co_3_Med","7",900,0,1951,0,98118,475.273,-122.265,1175,5320
"6365",6365,5253300387,"1/28/2015",215000,3,1,860,6635,1,"WF_NO",0,"Co_3_Med","6",860,0,1952,0,98133,477.508,-122.339,1170,8000
"6366",6366,9222400605,"11/15/2014",842500,5,4,2980,4500,1.5,"WF_NO",0,"Co_3_Med","7",2070,910,1921,0,98115,476.736,-122.323,1560,4225
"6367",6367,9222400605,"04/11/2015",850000,5,4,2980,4500,1.5,"WF_NO",0,"Co_3_Med","7",2070,910,1921,0,98115,476.736,-122.323,1560,4225
"6368",6368,2163300130,"10/01/2014",386000,5,2.5,2740,12413,2,"WF_NO",0,"Co_3_Med","7",2740,0,1990,0,98031,474.199,-122.183,1900,7416
"6369",6369,8662500130,"12/09/2014",251100,4,2.5,1790,5257,2,"WF_NO",0,"Co_3_Med","7",1790,0,1996,0,98030,473.849,-122.204,1680,5320
"6370",6370,1770000130,"11/26/2014",435000,3,1.75,1750,16748,1,"WF_NO",0,"Co_3_Med","7",1330,420,1978,0,98072,477.421,-122.089,1750,16050
"6371",6371,1888120080,"9/22/2014",870000,4,4,3610,12811,2,"WF_NO",0,"Co_3_Med","10",3610,0,2000,0,98075,475.812,-121.993,3530,11783
"6372",6372,862000020,"02/06/2015",8e+05,6,1,1430,20620,2,"WF_NO",0,"Co_3_Med","7",1430,0,1954,0,98004,476.255,-122.209,2450,10080
"6373",6373,7199100020,"7/14/2014",555000,3,1.75,1570,15500,1,"WF_NO",0,"Co_4_High","7",1570,0,1968,0,98052,476.916,-122.122,1610,7500
"6374",6374,9169600275,"7/23/2014",280000,2,1,2280,37500,2,"WF_NO",0,"Co_3_Med","7",2280,0,1932,0,98136,47.525,-122.389,2360,6000
"6375",6375,2767601815,"3/17/2015",356000,3,1,940,2366,1,"WF_NO",0,"Co_3_Med","6",940,0,1916,0,98107,476.744,-122.383,1500,5000
"6376",6376,7853221330,"12/03/2014",675000,4,2.5,2920,6000,2,"WF_NO",4,"Co_3_Med","9",2920,0,2004,0,98065,475.333,-121.859,3100,6001
"6377",6377,7504010780,"12/26/2014",605000,4,2.25,2260,11900,2,"WF_NO",0,"Co_3_Med","9",2260,0,1976,0,98074,476.415,-122.057,2470,11900
"6378",6378,5015000190,"6/25/2014",690500,5,2,2000,4211,1.5,"WF_NO",2,"Co_4_High","7",1280,720,1908,0,98112,476.283,-122.301,1680,4000
"6379",6379,8682260470,"6/19/2014",437000,2,1.75,1440,4225,1,"WF_NO",0,"Co_3_Med","8",1440,0,2005,0,98053,477.143,-122.032,1680,6200
"6380",6380,4122700020,"07/10/2014",850000,5,2,2310,13430,1.5,"WF_NO",0,"Co_4_High","8",2310,0,1966,0,98004,476.395,-122.203,2810,13906
"6381",6381,8850000285,"06/12/2014",350000,4,2.25,2300,4600,1.5,"WF_NO",0,"Co_4_High","7",1340,960,1904,0,98144,475.895,-122.311,1540,3000
"6382",6382,4174600185,"6/22/2014",480000,2,2.25,1490,6770,1.5,"WF_NO",0,"Co_3_Med","8",1490,0,1926,0,98108,475.577,-122.297,1820,7875
"6383",6383,7229800430,"7/23/2014",379500,3,2.25,1830,25641,2,"WF_NO",0,"Co_3_Med","8",1830,0,1989,0,98059,474.786,-122.112,1500,25641
"6384",6384,42000130,"9/24/2014",6e+05,5,4.5,4440,9784,2,"WF_NO",0,"Co_3_Med","10",4440,0,2012,0,98168,474.702,-122.275,2720,10080
"6385",6385,4139430250,"3/30/2015",1440000,4,3.5,4970,16582,2,"WF_NO",3,"Co_4_High","11",3930,1040,1992,0,98006,475.496,-122.12,3580,13335
"6386",6386,9834201470,"12/18/2014",303000,2,1.5,1000,1075,2,"WF_NO",0,"Co_3_Med","7",840,160,2007,0,98144,475.708,-122.288,1000,1083
"6387",6387,4058801702,"02/06/2015",8e+05,4,2.5,4940,10037,1,"WF_NO",4,"Co_3_Med","9",3450,1490,1953,0,98178,475.095,-122.247,2430,9272
"6388",6388,3363400655,"7/24/2014",549000,2,2,1980,6000,1.5,"WF_NO",0,"Co_5_Top","7",1220,760,1906,0,98103,476.809,-122.351,1280,3900
"6389",6389,8700500020,"11/26/2014",324950,3,2.5,1560,9600,1,"WF_NO",0,"Co_3_Med","7",1210,350,1964,0,98188,47.457,-122.27,2070,9600
"6390",6390,8148600020,"9/26/2014",170000,2,1,870,6537,1,"WF_NO",0,"Co_3_Med","6",870,0,1948,0,98168,474.906,-122.306,1100,8701
"6391",6391,8651430780,"7/15/2014",178000,3,1,840,6500,1,"WF_NO",0,"Co_5_Top","6",840,0,1969,0,98042,473.704,-122.08,870,5200
"6392",6392,1432400345,"4/21/2015",144000,3,1,1250,8314,1,"WF_NO",0,"Co_3_Med","6",1250,0,1958,0,98058,474.522,-122.178,1188,7700
"6393",6393,2524049148,"3/17/2015",1580000,4,2.75,3120,20031,1,"WF_NO",2,"Co_4_High","9",1980,1140,1954,1997,98040,475.389,-122.242,3330,18777
"6394",6394,2475900840,"4/27/2015",258000,2,1,750,7000,1,"WF_NO",0,"Co_3_Med","6",750,0,1932,0,98024,475.655,-121.89,1100,8777
"6395",6395,7452500190,"10/16/2014",345000,3,1.75,710,5050,1,"WF_NO",0,"Co_4_High","6",710,0,1950,0,98126,475.194,-122.375,900,5050
"6396",6396,3459000050,"06/10/2014",470000,3,1.75,2290,14800,1,"WF_NO",0,"Co_3_Med","8",1620,670,1965,0,98155,477.735,-122.273,2320,12474
"6397",6397,2624049091,"3/13/2015",2900000,5,2.5,3750,91681,2,"WF_SI",4,"Co_3_Med","10",3750,0,1925,0,98118,475.379,-122.264,3540,24293
"6398",6398,1138000250,"5/21/2014",350000,3,1.5,980,7790,1,"WF_NO",0,"Co_5_Top","7",980,0,1969,0,98034,477.141,-122.213,1390,7280
"6399",6399,4399210130,"6/26/2014",225500,2,1.75,1590,11276,1,"WF_NO",0,"Co_4_High","7",1590,0,1972,0,98002,473.177,-122.21,1750,10687
"6400",6400,2770601365,"2/24/2015",473000,2,1,940,4000,1,"WF_NO",0,"Co_3_Med","6",720,220,1942,0,98199,476.488,-122.385,1180,6000
"6401",6401,7272000980,"2/26/2015",279000,3,1.75,1750,9623,1,"WF_NO",0,"Co_3_Med","7",1150,600,1962,0,98198,473.997,-122.313,1820,9623
"6402",6402,1566100010,"4/14/2015",470000,3,1,1460,8227,1,"WF_NO",0,"Co_3_Med","6",880,580,1948,0,98125,477.009,-122.301,1530,8128
"6403",6403,6338000592,"8/20/2014",565000,3,1.75,1540,4800,1,"WF_NO",0,"Co_4_High","6",770,770,1925,0,98105,47.67,-122.284,1510,4080
"6404",6404,2815600305,"4/22/2015",695000,3,2,2560,6800,1,"WF_NO",1,"Co_4_High","8",1380,1180,1952,0,98136,475.506,-122.395,1780,6800
"6405",6405,561500290,"07/11/2014",315000,3,1.75,1660,37642,1,"WF_NO",0,"Co_4_High","7",1660.11676277858,0,1991,0,98022,472.559,-122.007,2070,54450
"6406",6406,3905080280,"03/04/2015",529000,3,2.5,1880,4499,2,"WF_NO",0,"Co_3_Med","8",1880,0,1993,0,98029,475.664,-121.999,2130,5114
"6407",6407,925069071,"1/26/2015",750000,5,3.75,3500,101494,1.5,"WF_NO",0,"Co_3_Med","8",3500,0,1967,1990,98053,476.745,-122.054,3250,38636
"6408",6408,2426049174,"10/29/2014",481500,3,2.25,1840,10500,2,"WF_NO",0,"Co_3_Med","7",1840,0,1993,0,98034,477.326,-122.234,1840,7374
"6409",6409,9407600250,"3/27/2015",211000,3,2,1060,7412,1,"WF_NO",0,"Co_3_Med","7",1060,0,1987,0,98038,473.897,-122.051,1080,7093
"6410",6410,7955050170,"04/10/2015",455000,3,2.25,1790,7500,1,"WF_NO",0,"Co_3_Med","7",1390,400,1973,0,98034,477.321,-122.198,1940,7192
"6411",6411,7224000950,"11/03/2014",238950,2,1,810,4838,1,"WF_NO",0,"Co_3_Med","5",810,0,1938,0,98055,474.909,-122.203,890,4838
"6412",6412,464001025,"9/18/2014",722500,4,3.5,2600,5100,2,"WF_NO",0,"Co_3_Med","8",1820,780,2003,0,98117,476.948,-122.395,2000,6720
"6413",6413,5569700020,"7/30/2014",795000,4,2.5,3230,19193,1,"WF_NO",3,"Co_4_High","8",2000,1230,1973,0,98075,475.755,-122.07,3230,13420
"6414",6414,1310910290,"05/07/2015",327500,4,2.25,2240,9600,2,"WF_NO",0,"Co_3_Med","8",2240,0,1971,0,98032,47.361,-122.281,2050,9240
"6415",6415,5104531640,"3/23/2015",585000,4,3,3400,5100,2,"WF_NO",0,"Co_3_Med","9",3400,0,2006,0,98038,473.548,-122.002,3400,5672
"6416",6416,1025039145,"6/13/2014",775000,4,2,3140,10875,1,"WF_NO",1,"Co_3_Med","7",1940,1200,1939,1969,98199,476.656,-122.406,3300,10080
"6417",6417,5406500170,"10/24/2014",645000,4,2.5,2780,4200,2,"WF_NO",0,"Co_3_Med","8",2780,0,2001,0,98075,475.989,-122.039,2510,4200
"6418",6418,1826049426,"01/05/2015",445000,4,2.75,2320,12368,1,"WF_NO",0,"Co_3_Med","8",1670,650,1968,0,98133,477.373,-122.35,2070,9575
"6419",6419,2011000010,"05/02/2014",257950,3,1.75,1370,5858,1,"WF_NO",0,"Co_3_Med","7",1370,0,1987,0,98198,473.815,-122.313,1400,7500
"6420",6420,9368700006,"3/24/2015",375000,5,1.75,2230,7560,1,"WF_NO",0,"Co_3_Med","7",1230,1000,1959,0,98178,475.055,-122.26,1380,6570
"6421",6421,8016250080,"07/09/2014",245000,3,2.5,1610,7223,2,"WF_NO",0,"Co_3_Med","7",1610,0,1994,0,98030,473.661,-122.173,1610,7162
"6422",6422,4053200285,"08/11/2014",725000,3,2.5,3410,41022,2,"WF_NO",0,"Co_3_Med","11",3410,0,1990,0,98042,473.228,-122.08,2150,21429
"6423",6423,5411600020,"03/04/2015",702000,4,2.5,2810,4922,2,"WF_NO",0,"Co_3_Med","9",2810,0,2005,0,98074,47.614,-122.041,2920,4922
"6424",6424,847100078,"8/18/2014",330000,3,1.75,1850,14986,2,"WF_NO",0,"Co_3_Med","6",1850,0,1943,2005,98059,474.837,-122.148,2660,10650
"6425",6425,4232903295,"4/16/2015",940000,3,1.5,1790,4800,1.5,"WF_NO",0,"Co_3_Med","8",1790,0,1912,0,98119,476.332,-122.362,1780,3600
"6426",6426,7979900680,"03/05/2015",354500,3,1,1150,11396,1.5,"WF_NO",0,"Co_4_High","7",1150,0,1950,0,98155,477.435,-122.296,1600,8146
"6427",6427,492000532,"2/22/2015",279950,4,2.75,2420,8700,1.5,"WF_NO",0,"Co_4_High","7",2420,0,1914,0,98002,473.109,-122.229,1070,4804
"6428",6428,2310000430,"05/07/2015",284000,3,2.25,1580,7034,1,"WF_NO",0,"Co_4_High","7",1180,400,1989,0,98038,473.564,-122.04,1470,7358
"6429",6429,8832900780,"10/13/2014",480000,5,2,1760,21562,1,"WF_NO",1,"Co_3_Med","8",1560,200,1959,0,98028,477.597,-122.263,2150,12676
"6430",6430,8832900780,"04/08/2015",647500,5,2,1760,21562,1,"WF_NO",1,"Co_3_Med","8",1560,200,1959,0,98028,477.597,-122.263,2150,12676
"6431",6431,3249500020,"04/06/2015",625000,3,2.5,2750,35000,2,"WF_NO",0,"Co_3_Med","9",2750,0,1993,0,98077,47.75,-122.024,2780,35862
"6432",6432,8651442810,"07/10/2014",152000,3,1,920,4875,1,"WF_NO",0,"Co_4_High","7",920,0,1978,0,98042,473.623,-122.09,1160,4875
"6433",6433,8564500020,"1/27/2015",322000,3,1,960,10181,1,"WF_NO",0,"Co_3_Med","7",960,0,1961,0,98034,477.231,-122.229,1740,10194
"6434",6434,3019300050,"7/31/2014",445000,3,1.75,1120,4000,1,"WF_NO",0,"Co_4_High","7",870,250,1916,0,98107,476.684,-122.368,1470,4000
"6435",6435,2460900020,"7/30/2014",595000,3,1,1560,3960,1.5,"WF_NO",0,"Co_4_High","7",1560,0,1907,0,98144,475.936,-122.301,1280,3960
"6436",6436,2698200010,"5/13/2015",165000,3,1,1380,7334,1,"WF_NO",0,"Co_3_Med","7",980,400,1981,0,98055,474.339,-122.192,1910,7859
"6437",6437,104560010,"06/10/2014",278500,4,2.5,1940,6206,2,"WF_NO",0,"Co_3_Med","7",1940,0,1990,0,98023,473.063,-122.359,2060,7092
"6438",6438,5710610430,"3/13/2015",517500,3,1.75,1810,10625,1,"WF_NO",0,"Co_3_Med","8",1370,440,1973,0,98027,475.322,-122.049,2140,10922
"6439",6439,34000005,"6/18/2014",343566,2,1,1100,4200,1,"WF_NO",0,"Co_3_Med","7",1100,0,1954,0,98136,475.312,-122.392,1240,4000
"6440",6440,7349400420,"11/05/2014",286285,4,2.25,1980,9714,1,"WF_NO",0,"Co_3_Med","7",1170,810,1977,0,98002,473.207,-122.209,1610,9272
"6441",6441,3298300130,"02/06/2015",474905,4,1.5,1340,6200,1,"WF_NO",0,"Co_5_Top","6",1340,0,1959,0,98008,476.214,-122.119,1210,7178
"6442",6442,7312400080,"7/14/2014",550000,3,1.75,1680,4800,1,"WF_NO",0,"Co_4_High","7",1400,280,1960,0,98126,475.535,-122.377,1540,5000
"6443",6443,3356404198,"1/29/2015",286000,4,2.5,2060,16000,2,"WF_NO",0,"Co_3_Med","6",2060,0,1993,0,98001,472.849,-122.251,1530,8000
"6444",6444,2344300122,"08/08/2014",9e+05,3,3.25,2620,7215,1,"WF_NO",0,"Co_4_High","8",1770,850,1980,0,98004,475.836,-122.2,2180,8931
"6445",6445,3904901330,"8/20/2014",449950,3,2.25,1610,5159,2,"WF_NO",0,"Co_3_Med","7",1610,0,1985,0,98029,475.675,-122.019,1610,5210
"6446",6446,7524100280,"06/12/2014",259000,4,1.5,1490,7560,2,"WF_NO",0,"Co_3_Med","7",1490,0,1966,0,98198,473.684,-122.318,1490,7689
"6447",6447,2473390440,"12/02/2014",340000,3,2.25,1900,8125,1,"WF_NO",0,"Co_3_Med","7",1540,360,1969,0,98058,474.564,-122.162,1480,8284
"6448",6448,2215800050,"4/15/2015",785000,4,2.5,3440,56192,2,"WF_NO",0,"Co_3_Med","9",3440,0,1994,0,98053,476.969,-122.046,3150,44431
"6449",6449,2769602475,"05/09/2014",490000,2,1,1840,3300,1.5,"WF_NO",0,"Co_4_High","6",1130,710,1910,0,98107,476.757,-122.362,1320,4000
"6450",6450,9183700470,"5/27/2014",344950,4,2,2330,6250,1,"WF_NO",0,"Co_4_High","7",1400,930,1941,0,98030,473.782,-122.228,2050,9000
"6451",6451,1337800284,"8/27/2014",950000,3,2,2250,2975,2,"WF_NO",0,"Co_4_High","9",1880,370,1905,0,98112,476.289,-122.309,2690,4800
"6452",6452,3867400130,"07/09/2014",810000,4,1.75,2000,3988,1,"WF_NO",4,"Co_4_High","7",1000,1000,1958,0,98116,475.925,-122.391,1690,4144
"6453",6453,7856410020,"03/09/2015",998160,2,2.5,3010,16050,1,"WF_NO",3,"Co_4_High","9",1260,1750,1976,0,98006,475.643,-122.16,3010,11612
"6454",6454,9477730080,"12/10/2014",377000,3,1.75,1680,7389,1,"WF_NO",0,"Co_3_Med","8",1150,530,1979,0,98056,475.199,-122.184,2100,10348
"6455",6455,3300760020,"8/26/2014",595000,3,2,1530,6773,1,"WF_NO",0,"Co_4_High","8",1530,0,1984,0,98033,476.653,-122.194,2240,7201
"6456",6456,148000440,"8/18/2014",313300,2,1,970,4800,1,"WF_NO",0,"Co_3_Med","6",970,0,1911,1940,98116,475.754,-122.414,1180,5900
"6457",6457,1708400595,"7/25/2014",360000,5,1.75,1550,5225,1.5,"WF_NO",0,"Co_4_High","7",1550,0,1941,0,98108,47.554,-122.306,1220,5225
"6458",6458,9264901680,"3/23/2015",188000,3,1.75,1660,7350,1,"WF_NO",0,"Co_2_Med_low","8",1660,0,1979,0,98023,473.118,-122.337,1840,7673
"6459",6459,3226079091,"09/12/2014",755000,3,2.5,3680,203860,1.5,"WF_NO",0,"Co_3_Med","9",3680,0,1994,0,98014,476.903,-121.929,2410,144183
"6460",6460,2877104175,"09/10/2014",1290000,5,3.5,3210,-22466.0014017842,2,"WF_NO",2,"Co_3_Med","10",2290,920,1917,2003,98117,476.801,-122.357,1940,5000
"6461",6461,8843900396,"7/14/2014",455000,3,1,1480,13280,2.5,"WF_NO",0,"Co_3_Med","6",1480,0,1940,0,98027,475.378,-122.043,1510,8723
"6462",6462,1425059193,"10/09/2014",817500,5,3.5,3600,9312,2,"WF_NO",3,"Co_3_Med","10",2680,920,2005,0,98052,476.582,-122.122,3420,9860
"6463",6463,5694000768,"9/22/2014",550000,3,2.25,1700,1481,3,"WF_NO",0,"Co_3_Med","8",1700,0,2002,0,98103,476.598,-122.349,1560,1350
"6464",6464,8732190460,"05/05/2015",260000,3,1.75,1680,8725,1,"WF_NO",0,"Co_3_Med","8",1240,440,1978,0,98023,473.107,-122.397,2020,8352
"6465",6465,723099028,"6/26/2014",320000,3,2,1550,34175,1.5,"WF_NO",0,"Co_3_Med","7",1550,0,1999,0,98045,474.855,-121.698,2300,35174
"6466",6466,4139480190,"9/16/2014",1150000,3,3.25,3780,10623,1,"WF_NO",1,"Co_3_Med","11",2650,1130,1999,0,98006,475.506,-122.101,3850,11170
"6467",6467,1133000050,"4/20/2015",362000,4,2.5,2360,7370,1,"WF_NO",0,"Co_3_Med","7",1460,900,1985,0,98125,477.201,-122.308,1590,9906
"6468",6468,2770601462,"4/23/2015",503500,3,2.5,1810,1750,2,"WF_NO",0,"Co_3_Med","7",1350,460,1997,0,98199,476.513,-122.386,1640,1563
"6469",6469,3630120480,"06/02/2014",653000,3,2.5,2290,3475,2,"WF_NO",0,"Co_3_Med","9",2290,0,2006,0,98029,475.551,-122.001,2340,3626
"6470",6470,624110050,"06/04/2014",760000,4,2.75,3370,12447,2,"WF_NO",0,"Co_3_Med","10",3370,0,1991,0,98077,477.309,-122.058,3700,13129
"6471",6471,2301400655,"11/25/2014",775000,4,1.75,2090,5050,1,"WF_NO",0,"Co_4_High","7",1090,1000,1916,0,98117,476.802,-122.358,1760,5000
"6472",6472,7936500190,"10/21/2014",1340000,4,3.75,2130,34689,1.5,"WF_SI",4,"Co_3_Med","9",2130,0,1955,0,98136,475.489,-122.398,3030,28598
"6473",6473,126039323,"2/24/2015",417500,5,1.75,2060,10911,1,"WF_NO",0,"Co_4_High","7",1360,700,1954,0,98177,477.767,-122.365,2060,9688
"6474",6474,9512500460,"07/11/2014",525000,3,1.5,1560,9350,1,"WF_NO",0,"Co_4_High","7",1220,340,1969,0,98052,476.729,-122.148,1870,8671
"6475",6475,7203601405,"4/14/2015",217000,2,1,730,2400,1,"WF_NO",1,"Co_3_Med","4",730,0,1934,0,98198,47.35,-122.322,1220,4382
"6476",6476,6204200170,"07/09/2014",525000,4,2.75,2910,6308,1,"WF_NO",0,"Co_3_Med","8",1640,1270,1985,0,98011,477.352,-122.201,1970,7127
"6477",6477,5027800190,"3/24/2015",442500,4,2.25,2490,8700,1,"WF_NO",0,"Co_3_Med","7",1890,600,1976,0,98155,477.397,-122.324,1470,7975
"6478",6478,2206500430,"07/09/2014",525000,4,1.75,1710,10440,1,"WF_NO",0,"Co_4_High","7",1710,0,1955,0,98006,475.756,-122.158,1480,10440
"6479",6479,9477001410,"2/25/2015",425500,4,1.75,1520,10630,1,"WF_NO",0,"Co_4_High","7",1520,0,1967,0,98034,477.347,-122.193,1550,8039
"6480",6480,2324079073,"8/15/2014",710000,3,2.75,2930,218235,2,"WF_NO",2,"Co_3_Med","8",2930,0,1990,0,98024,475.481,-121.886,2450,218235
"6481",6481,2817210420,"11/14/2014",545000,4,3,3160,10948,1,"WF_NO",3,"Co_3_Med","8",1930,1230,1991,0,98070,473.733,-122.422,2380,13623
"6482",6482,1402200440,"02/12/2015",410000,5,2.75,2910,16410,1.5,"WF_NO",0,"Co_4_High","8",2910,0,1967,0,98058,47.44,-122.145,1980,18000
